id,Name,GEN_GRAIN,SOIL_GROUP,Soil_Metric,Land_Cover_Type,value,metal,HM_unit,HM_name,PH_07,LOI_07
LEEDS_e32e8a9888e4,Swinnow Moor,,,Heavy Metals,,24.48,As,mg/kg,Arsenic,,
LEEDS_e32e8a9888e4,Swinnow Moor,,,Heavy Metals,,0.45,Cd,mg/kg,Cadmium,,
LEEDS_e32e8a9888e4,Swinnow Moor,,,Heavy Metals,,102.18,Pb,mg/kg,Lead,,
LEEDS_e32e8a9888e4,Swinnow Moor,,,Heavy Metals,,347.07,Zr,mg/kg,Zirconium,,
LEEDS_e32e8a9888e4,Swinnow Moor,,,Heavy Metals,,1.08,Se,mg/kg,Selenium,,
LEEDS_e32e8a9888e4,Swinnow Moor,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_5be32463c58b,Tyersal,,,Land Cover,Suburban,,,,,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,0.43,Cd,mg/kg,Cadmium,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,328.4,Zr,mg/kg,Zirconium,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,86.83,Pb,mg/kg,Lead,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,37.7,As,mg/kg,Arsenic,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,1.11,Se,mg/kg,Selenium,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,36.68,Cu,mg/kg,Copper,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,0.34,P2O5,w%,Phosphorus,,
LEEDS_5be32463c58b,Tyersal,,,Heavy Metals,,21.74,Ni,mg/kg,Nickel,,
LEEDS_5be32463c58b,Tyersal,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_688848366dd6,Rothwell Country Park,ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,37.73,Cu,mg/kg,Copper,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,1.1,Se,mg/kg,Selenium,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,0.47,Cd,mg/kg,Cadmium,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,0.26,P2O5,w%,Phosphorus,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,92.06,Pb,mg/kg,Lead,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,17.11,As,mg/kg,Arsenic,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,285.28,Zr,mg/kg,Zirconium,,
LEEDS_688848366dd6,Rothwell Country Park,,,Heavy Metals,,20.17,Ni,mg/kg,Nickel,,
LEEDS_688848366dd6,Rothwell Country Park,,,Land Cover,Arable,,,,,,
LEEDS_688848366dd6,Rothwell Country Park,,,Soil SOM,,,,,,,3.13
LEEDS_688848366dd6,Rothwell Country Park,,,Soil pH,,,,,,7.05,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Land Cover,Suburban,,,,,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,17.8,Ni,mg/kg,Nickel,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,15.24,As,mg/kg,Arsenic,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,1.13,Se,mg/kg,Selenium,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,361.74,Zr,mg/kg,Zirconium,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,69.57,Pb,mg/kg,Lead,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,32.79,Cu,mg/kg,Copper,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,0.47,Cd,mg/kg,Cadmium,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,,,Heavy Metals,,0.23,P2O5,w%,Phosphorus,,
LEEDS_7cdaffd72ba9,Water Haigh Nature Park,ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_7597bd54cec7,Westerton,ARGILLIC - ARENACEOUS,HEAVY TO MEDIUM,Soil Parent,,,,,,,
LEEDS_7597bd54cec7,Westerton,,,Land Cover,Suburban,,,,,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,1.08,Se,mg/kg,Selenium,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,67.98,Cu,mg/kg,Copper,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,36.66,As,mg/kg,Arsenic,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,28.46,Ni,mg/kg,Nickel,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,119.96,Pb,mg/kg,Lead,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,0.63,Cd,mg/kg,Cadmium,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,271.75,Zr,mg/kg,Zirconium,,
LEEDS_7597bd54cec7,Westerton,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_7597bd54cec7,Westerton,,,Soil SOM,,,,,,,3.13
LEEDS_7597bd54cec7,Westerton,,,Soil pH,,,,,,7.05,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,0.32,P2O5,w%,Phosphorus,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,1.09,Se,mg/kg,Selenium,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,45.61,Cu,mg/kg,Copper,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,98.45,Pb,mg/kg,Lead,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,288.55,Zr,mg/kg,Zirconium,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,28.85,Ni,mg/kg,Nickel,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,0.5,Cd,mg/kg,Cadmium,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Heavy Metals,,25.94,As,mg/kg,Arsenic,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Soil pH,,,,,,6.07,
LEEDS_0c0381f3c2f0,Gotts Park Rose Garden,,,Soil SOM,,,,,,,10.21
LEEDS_0e57095a4757,Armley Park,,,Land Cover,Urban,,,,,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,57.38,Cu,mg/kg,Copper,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,266.43,Zr,mg/kg,Zirconium,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,0.32,P2O5,w%,Phosphorus,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,27.59,As,mg/kg,Arsenic,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,0.49,Cd,mg/kg,Cadmium,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,28.92,Ni,mg/kg,Nickel,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,112.33,Pb,mg/kg,Lead,,
LEEDS_0e57095a4757,Armley Park,,,Heavy Metals,,1.07,Se,mg/kg,Selenium,,
LEEDS_0e57095a4757,Armley Park,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Land Cover,Suburban,,,,,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,24.97,As,mg/kg,Arsenic,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,298.66,Zr,mg/kg,Zirconium,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,45.33,Cu,mg/kg,Copper,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,25.43,Ni,mg/kg,Nickel,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,0.32,P2O5,w%,Phosphorus,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,96.58,Pb,mg/kg,Lead,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,0.51,Cd,mg/kg,Cadmium,,
LEEDS_3e046a46c6cb,Hill Top Moor Armley,,,Heavy Metals,,1.09,Se,mg/kg,Selenium,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,ARGILLIC - ARENACEOUS,ALL,Soil Parent,,,,,,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,31.79,As,mg/kg,Arsenic,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Land Cover,Urban,,,,,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,118.82,Pb,mg/kg,Lead,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,280.16,Zr,mg/kg,Zirconium,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,59.07,Cu,mg/kg,Copper,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,0.42,Cd,mg/kg,Cadmium,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,34.53,Ni,mg/kg,Nickel,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_b1353a94c5e8,Leeds Industrial Museum At Armley Mills,,,Heavy Metals,,0.97,Se,mg/kg,Selenium,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,43.92,As,mg/kg,Arsenic,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,0.36,P2O5,w%,Phosphorus,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,66.19,Cu,mg/kg,Copper,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,236.26,Zr,mg/kg,Zirconium,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,1.07,Se,mg/kg,Selenium,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,0.59,Cd,mg/kg,Cadmium,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,34.89,Ni,mg/kg,Nickel,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Heavy Metals,,125.75,Pb,mg/kg,Lead,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,,,Land Cover,Suburban,,,,,,
LEEDS_0b6ea332af0f,Heathcroft Lawn,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_9a393701b7a3,Bramley St Peters,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Land Cover,Suburban,,,,,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,0.43,Cd,mg/kg,Cadmium,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,42.05,Cu,mg/kg,Copper,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,98.66,Pb,mg/kg,Lead,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,28.71,Ni,mg/kg,Nickel,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,336.51,Zr,mg/kg,Zirconium,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,23.45,As,mg/kg,Arsenic,,
LEEDS_9a393701b7a3,Bramley St Peters,,,Heavy Metals,,1.06,Se,mg/kg,Selenium,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,0.41,Cd,mg/kg,Cadmium,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,111.16,Pb,mg/kg,Lead,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,0.93,Se,mg/kg,Selenium,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,47.6,Cu,mg/kg,Copper,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,24.1,Ni,mg/kg,Nickel,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,26.4,As,mg/kg,Arsenic,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,257.88,Zr,mg/kg,Zirconium,,
LEEDS_6a1ed97f74e6,Cross Green,,,Land Cover,Suburban,,,,,,
LEEDS_6a1ed97f74e6,Cross Green,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_6a1ed97f74e6,Cross Green,,,Heavy Metals,,0.3,P2O5,w%,Phosphorus,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,94.59,Pb,mg/kg,Lead,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,34.87,Cu,mg/kg,Copper,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,0.82,Se,mg/kg,Selenium,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,22.02,As,mg/kg,Arsenic,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,0.39,Cd,mg/kg,Cadmium,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,25.47,Ni,mg/kg,Nickel,,
LEEDS_13bacddda534,Reginald Park,,,Heavy Metals,,281.25,Zr,mg/kg,Zirconium,,
LEEDS_13bacddda534,Reginald Park,,,Land Cover,Suburban,,,,,,
LEEDS_13bacddda534,Reginald Park,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,16.91,As,mg/kg,Arsenic,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,0.22,P2O5,w%,Phosphorus,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,0.33,Cd,mg/kg,Cadmium,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,33.19,Ni,mg/kg,Nickel,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,66.57,Pb,mg/kg,Lead,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,187.59,Zr,mg/kg,Zirconium,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,0.55,Se,mg/kg,Selenium,,
LEEDS_9cb2e71088ba,Pendas Field,,,Heavy Metals,,29.27,Cu,mg/kg,Copper,,
LEEDS_9cb2e71088ba,Pendas Field,,,Land Cover,Suburban,,,,,,
LEEDS_9cb2e71088ba,Pendas Field,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,59.99,Cu,mg/kg,Copper,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,0.58,Cd,mg/kg,Cadmium,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,0.34,P2O5,w%,Phosphorus,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,28.08,Ni,mg/kg,Nickel,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,36.56,As,mg/kg,Arsenic,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,1.04,Se,mg/kg,Selenium,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,242.53,Zr,mg/kg,Zirconium,,
LEEDS_3189f154b504,Wortley Rec,,,Heavy Metals,,121.95,Pb,mg/kg,Lead,,
LEEDS_3189f154b504,Wortley Rec,,,Land Cover,Suburban,,,,,,
LEEDS_3189f154b504,Wortley Rec,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Land Cover,Suburban,,,,,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,23.13,Cu,mg/kg,Copper,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,0.19,P2O5,w%,Phosphorus,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,66.42,Pb,mg/kg,Lead,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,26.82,Ni,mg/kg,Nickel,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,0.5,Cd,mg/kg,Cadmium,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,16.72,As,mg/kg,Arsenic,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,0.65,Se,mg/kg,Selenium,,
LEEDS_f3c132e1bdb2,Oak Grove Garforth,,,Heavy Metals,,298.82,Zr,mg/kg,Zirconium,,
LEEDS_dd8cc9774463,Catch,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_dd8cc9774463,Catch,,,Land Cover,Urban,,,,,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,17.67,As,mg/kg,Arsenic,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,24.43,Cu,mg/kg,Copper,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,240.79,Zr,mg/kg,Zirconium,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,0.74,Se,mg/kg,Selenium,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,23.75,Ni,mg/kg,Nickel,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,0.27,P2O5,w%,Phosphorus,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,0.34,Cd,mg/kg,Cadmium,,
LEEDS_dd8cc9774463,Catch,,,Heavy Metals,,68.73,Pb,mg/kg,Lead,,
LEEDS_8a4a49ad66b1,Nunroyd Park,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Land Cover,Suburban,,,,,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,0.61,Cd,mg/kg,Cadmium,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,43.05,Cu,mg/kg,Copper,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,21.81,As,mg/kg,Arsenic,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,0.88,Se,mg/kg,Selenium,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,239.15,Zr,mg/kg,Zirconium,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,25.94,Ni,mg/kg,Nickel,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,95.79,Pb,mg/kg,Lead,,
LEEDS_8a4a49ad66b1,Nunroyd Park,,,Heavy Metals,,0.3,P2O5,w%,Phosphorus,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,86.13,Pb,mg/kg,Lead,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,17.19,As,mg/kg,Arsenic,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,0.26,P2O5,w%,Phosphorus,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,24.22,Ni,mg/kg,Nickel,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,0.96,Se,mg/kg,Selenium,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,0.49,Cd,mg/kg,Cadmium,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,265.15,Zr,mg/kg,Zirconium,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Heavy Metals,,29.14,Cu,mg/kg,Copper,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_207027d2ce52,Parkinsons Park Guiseley,,,Land Cover,Suburban,,,,,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,18.93,As,mg/kg,Arsenic,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,257.35,Zr,mg/kg,Zirconium,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,0.9,Se,mg/kg,Selenium,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,23.06,Ni,mg/kg,Nickel,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,97.09,Pb,mg/kg,Lead,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,0.57,Cd,mg/kg,Cadmium,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Heavy Metals,,36.73,Cu,mg/kg,Copper,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,,,Land Cover,Suburban,,,,,,
LEEDS_adbb67cfe8c2,Springfield Park Guiseley,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,27.92,Ni,mg/kg,Nickel,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,0.91,Se,mg/kg,Selenium,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,100.2,Pb,mg/kg,Lead,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,0.44,Cd,mg/kg,Cadmium,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,334.76,Zr,mg/kg,Zirconium,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,55.88,Cu,mg/kg,Copper,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Heavy Metals,,19.82,As,mg/kg,Arsenic,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,,,Land Cover,Suburban,,,,,,
LEEDS_45df1add8410,Featherbank Lane Horsforth,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_b286628adbc5,Seacroft Forest Garden,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,130.23,Zr,mg/kg,Zirconium,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,0.27,Cd,mg/kg,Cadmium,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,44.06,Ni,mg/kg,Nickel,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,25.81,Cu,mg/kg,Copper,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,62.95,Pb,mg/kg,Lead,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,13.09,As,mg/kg,Arsenic,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,0.47,Se,mg/kg,Selenium,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Land Cover,Suburban,,,,,,
LEEDS_b286628adbc5,Seacroft Forest Garden,,,Heavy Metals,,0.19,P2O5,w%,Phosphorus,,
LEEDS_19bbe199705b,Growing Zone,,,Soil SOM,,,,,,,3.13
LEEDS_19bbe199705b,Growing Zone,,,Soil pH,,,,,,7.05,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,63.3,Pb,mg/kg,Lead,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,262.61,Zr,mg/kg,Zirconium,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,27.14,Ni,mg/kg,Nickel,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,15.45,As,mg/kg,Arsenic,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,0.75,Se,mg/kg,Selenium,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,23.27,Cu,mg/kg,Copper,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,0.47,Cd,mg/kg,Cadmium,,
LEEDS_19bbe199705b,Growing Zone,,,Heavy Metals,,0.21,P2O5,w%,Phosphorus,,
LEEDS_19bbe199705b,Growing Zone,,,Land Cover,Suburban,,,,,,
LEEDS_19bbe199705b,Growing Zone,ARGILLIC - ARENACEOUS,HEAVY TO MEDIUM,Soil Parent,,,,,,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,23.63,Ni,mg/kg,Nickel,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,74.35,Pb,mg/kg,Lead,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,24.64,Cu,mg/kg,Copper,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,0.17,P2O5,w%,Phosphorus,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,0.63,Se,mg/kg,Selenium,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,347.67,Zr,mg/kg,Zirconium,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,0.57,Cd,mg/kg,Cadmium,,
LEEDS_356b44e95e37,Micklefield Station,,,Heavy Metals,,17.55,As,mg/kg,Arsenic,,
LEEDS_356b44e95e37,Micklefield Station,,,Land Cover,Suburban,,,,,,
LEEDS_356b44e95e37,Micklefield Station,ARGILLIC - ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_356b44e95e37,Micklefield Station,,,Soil pH,,,,,,7.7,
LEEDS_356b44e95e37,Micklefield Station,,,Soil SOM,,,,,,,3.13
LEEDS_63fbdd17cfa1,Hollybush Conservation Centre,,,Land Cover,Urban,,,,,,
